BRANDS,COLORS,MEMORY,STORAGE,RATING,SELLING_PRICE,ORIGINAL_PRICE,DISCOUNT,DISCOUNT_PERCENTAGE
REALME,BLACK,2_GB,32_GB,4.4,7499,7999,500,6.250781347668459
APPLE,GOLD,4_GB,128_GB,4.7,129900,129900,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.3,23748,23748,0,0.0
SAMSUNG,BLUE,8_GB,128_GB,4.4,22910,23900,990,4.142259414225942
APPLE,SILVER,2_GB,32_GB,4.5,25299,29900,4601,15.387959866220736
REALME,BLUE,4_GB,64_GB,4.4,10999,10999,0,0.0
XIAOMI,BLACK,4_GB,64_GB,4.3,10999,11499,500,4.348204191668841
GIONEE,BLACK,3_GB,32_GB,4.1,9490,9490,0,0.0
ASUS,BLACK,8_GB,256_GB,4.3,43999,43999,0,0.0
SAMSUNG,BLACK,4_GB,128_GB,4.3,19900,19900,0,0.0
SAMSUNG,WHITE,8_GB,128_GB,4.3,22499,29999,7500,25.00083336111204
LENOVO,WHITE,1_GB,4_GB,4.1,15999,15999,0,0.0
MOTOROLA,BLACK,2_GB,16_GB,4.2,14500,14500,0,0.0
VIVO,BLACK,12_GB,256_GB,4.1,43990,45990,2000,4.348771472059143
VIVO,BLUE,8_GB,128_GB,4.4,13890,13990,100,0.7147962830593281
SAMSUNG,WHITE,3_GB,32_GB,4.0,44900,44900,0,0.0
VIVO,BLACK,8_GB,128_GB,4.4,29990,34990,5000,14.289797084881394
APPLE,RED,2_GB,64_GB,4.7,38999,39900,901,2.2581453634085213
LG,BLUE,4_GB,64_GB,4.0,10499,10499,0,0.0
REALME,BLUE,4_GB,64_GB,4.4,11499,12999,1500,11.539349180706209
APPLE,RED,3_GB,128_GB,4.6,47999,52900,4901,9.264650283553877
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.6,3200,3200,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,2980,2980,0,0.0
LENOVO,SILVER,3_GB,32_GB,3.7,7650,7650,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.2,11744,11749,5,0.0425568133458166
MOTOROLA,GREEN,4_GB,64_GB,4.2,10999,14999,4000,26.668444562970866
APPLE,GOLD,1_GB,32_GB,4.4,30780,30780,0,0.0
ASUS,WHITE,12_GB,256_GB,4.5,57999,63999,6000,9.375146486663857
REALME,BLACK,4_GB,64_GB,4.3,15499,15999,500,3.125195324707794
NOKIA,BLACK,6_GB,64_GB,4.1,20999,20999,0,0.0
SAMSUNG,MULTICOLOR,12_GB,512_GB,4.6,95000,95000,0,0.0
XIAOMI,RED,4_GB,64_GB,4.1,13399,14399,1000,6.944926731022988
SAMSUNG,BLACK,6_GB,128_GB,3.9,14999,14999,0,0.0
OPPO,GREY,2_GB,16_GB,4.2,10000,10000,0,0.0
SAMSUNG,SILVER,4_GB,32_GB,4.4,41900,41900,0,0.0
SAMSUNG,WHITE,2_GB,16_GB,3.9,40690,40690,0,0.0
ASUS,YELLOW,1_GB,8_GB,3.7,5299,5299,0,0.0
SAMSUNG,GREEN,12_GB,256_GB,4.4,149999,171999,22000,12.790772039372325
SAMSUNG,WHITE,8_GB,128_GB,4.4,28999,31999,3000,9.37529297790556
SAMSUNG,BLUE,2_GB,32_GB,4.3,7990,8700,710,8.160919540229886
APPLE,GOLD,2_GB,32_GB,4.5,24999,31500,6501,20.63809523809524
REALME,BLACK,6_GB,64_GB,4.3,16999,18999,2000,10.526869835254487
SAMSUNG,GOLD,2_GB,16_GB,4.2,8200,8200,0,0.0
SAMSUNG,BLACK,6_GB,64_GB,4.5,70000,70000,0,0.0
VIVO,BLUE,6_GB,64_GB,4.3,15490,15490,0,0.0
LG,BLACK,3_GB,32_GB,4.0,35990,35990,0,0.0
OPPO,BLACK,8_GB,128_GB,4.4,34990,37990,3000,7.896814951302974
XIAOMI,GOLD,4_GB,64_GB,4.3,14999,14999,0,0.0
XIAOMI,BLACK,4_GB,64_GB,4.3,10999,10999,0,0.0
APPLE,RED,4_GB,256_GB,4.5,71999,74900,2901,3.8731642189586113
LENOVO,BLACK,1_GB,8_GB,3.9,5490,5490,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,EXPANDABLE,4.1,2940,2940,0,0.0
SAMSUNG,WHITE,3_GB,32_GB,4.2,9499,10499,1000,9.52471663967997
LENOVO,BLACK,3_GB,32_GB,4.2,9999,9999,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.2,10999,10999,0,0.0
REALME,SILVER,4_GB,64_GB,4.4,9499,11999,2500,20.835069589132427
INFINIX,BLACK,4_GB,64_GB,4.2,10999,13999,3000,21.430102150153584
LG,WHITE,1_GB,8_GB,3.8,15999,15999,0,0.0
INFINIX,BLACK,3_GB,32_GB,4.2,8999,8999,0,0.0
VIVO,BLACK,6_GB,128_GB,4.3,29990,34990,5000,14.289797084881394
XIAOMI,BLUE,3_GB,32_GB,4.2,8990,8990,0,0.0
XIAOMI,BLACK,8_GB,128_GB,4.3,28999,33999,5000,14.706314891614458
APPLE,WHITE,4_GB,64_GB,4.5,56999,59900,2901,4.843071786310517
SAMSUNG,BLACK,4_GB,128_GB,4.4,39900,39900,0,0.0
APPLE,GREEN,4_GB,512_GB,4.7,104900,109900,5000,4.549590536851683
INFINIX,BLACK,3_GB,32_GB,4.4,9999,9999,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.3,9999,12999,3000,23.078698361412417
APPLE,GOLD,2_GB,16_GB,4.4,49999,49999,0,0.0
XIAOMI,GOLD,3_GB,32_GB,4.4,9998,9998,0,0.0
ASUS,GOLD,3_GB,16_GB,4.0,9999,9999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.1,1695,1695,0,0.0
APPLE,RED,3_GB,256_GB,4.6,59900,59900,0,0.0
APPLE,BLACK,3_GB,128_GB,4.5,42900,42900,0,0.0
LENOVO,GOLD,1_GB,8_GB,4.0,14999,14999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1600,1600,0,0.0
INFINIX,BLUE,2_GB,32_GB,4.4,7199,7999,800,10.001250156269531
SAMSUNG,BLACK,4_GB,64_GB,4.3,17600,17600,0,0.0
SAMSUNG,BLACK,1_GB,8_GB,4.0,5999,5999,0,0.0
APPLE,GREY,1_GB,32_GB,4.4,30780,30780,0,0.0
APPLE,RED,4_GB,64_GB,4.6,49900,49900,0,0.0
SAMSUNG,BLACK,12_GB,256_GB,3.0,149999,189999,40000,21.05274238285465
OPPO,BLACK,4_GB,128_GB,4.3,15990,15990,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,14999,16999,2000,11.765397964586152
SAMSUNG,WHITE,8_GB,128_GB,4.5,40999,43999,3000,6.818336780381372
OPPO,BLACK,3_GB,64_GB,4.4,14990,14990,0,0.0
APPLE,GREY,4_GB,256_GB,4.7,76999,103900,26901,25.89124157844081
REALME,OTHERS,6_GB,128_GB,4.4,18999,18999,0,0.0
SAMSUNG,GREY,12_GB,128_GB,4.2,103000,103000,0,0.0
VIVO,BLACK,6_GB,128_GB,4.4,22990,22990,0,0.0
SAMSUNG,BLACK,6_GB,64_GB,4.2,15199,15380,181,1.176853055916775
SAMSUNG,MULTICOLOR,6_GB,128_GB,4.3,37999,43000,5001,11.630232558139534
REALME,BLACK,6_GB,128_GB,4.1,25999,26999,1000,3.703840882995667
REALME,BLACK,8_GB,128_GB,4.4,31999,34999,3000,8.57167347638504
APPLE,BLACK,4_GB,256_GB,4.7,139900,139900,0,0.0
APPLE,BLACK,4_GB,64_GB,4.6,63999,79900,15901,19.90112640801001
APPLE,GOLD,1_GB,128_GB,4.4,49999,49999,0,0.0
LG,BLACK,4_GB,128_GB,4.3,29999,29999,0,0.0
XIAOMI,BLACK,3_GB,32_GB,4.3,9478,9478,0,0.0
GIONEE,BLACK,3_GB,16_GB,3.5,7999,7999,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.4,26600,26600,0,0.0
GIONEE,BLACK,2_GB,32_GB,4.1,6299,7990,1691,21.1639549436796
OPPO,BLACK,2_GB,32_GB,4.3,7990,10990,3000,27.2975432211101
SAMSUNG,BLACK,2_GB,16_GB,4.1,6549,9490,2941,30.99051633298209
INFINIX,BLACK,6_GB,128_GB,4.5,14499,16999,2500,14.70674745573269
POCO,BLUE,4_GB,64_GB,4.3,10999,11999,1000,8.334027835652972
OPPO,WHITE,4_GB,64_GB,4.3,12889,12989,100,0.7698822080221726
GIONEE,GOLD,3_GB,32_GB,4.0,15999,15999,0,0.0
INFINIX,BLACK,6_GB,128_GB,4.3,19999,19999,0,0.0
SAMSUNG,BLACK,12_GB,512_GB,4.4,157999,179999,22000,12.22229012383402
NOKIA,SILVER,3_GB,32_GB,3.9,7999,7999,0,0.0
XIAOMI,BLUE,4_GB,64_GB,4.4,12999,12999,0,0.0
SAMSUNG,GREY,2_GB,32_GB,4.0,8289,8289,0,0.0
LENOVO,WHITE,2_GB,8_GB,3.5,13999,13999,0,0.0
REALME,GREY,8_GB,256_GB,4.3,29999,29999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,4_GB,3.7,6699,6699,0,0.0
OPPO,BLUE,6_GB,128_GB,4.2,16990,20990,4000,19.05669366364936
REALME,BLUE,8_GB,128_GB,4.4,27999,29999,2000,6.666888896296544
GOOGLE_PIXEL,WHITE,4_GB,64_GB,4.5,71000,71000,0,0.0
REALME,BLUE,4_GB,128_GB,4.5,11999,11999,0,0.0
MOTOROLA,BLACK,LESS_THAN_1GB,16_GB,2.4,14939,14939,0,0.0
OPPO,RED,6_GB,128_GB,4.5,27990,27990,0,0.0
GIONEE,WHITE,2_GB,16_GB,3.8,4990,4990,0,0.0
SAMSUNG,BLUE,8_GB,128_GB,4.0,49999,65999,16000,24.24279155744784
SAMSUNG,BLUE,8_GB,128_GB,4.3,27239,31489,4250,13.496776652164248
MOTOROLA,BLACK,1_GB,16_GB,4.4,9999,9999,0,0.0
APPLE,BLACK,3_GB,256_GB,4.5,85400,85400,0,0.0
XIAOMI,BLACK,4_GB,64_GB,4.3,11748,12690,942,7.423167848699763
APPLE,SILVER,4_GB,256_GB,4.6,121300,121300,0,0.0
XIAOMI,OTHERS,4_GB,128_GB,4.3,13999,13999,0,0.0
SAMSUNG,SILVER,2_GB,16_GB,4.2,8200,8200,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.3,17989,17989,0,0.0
SAMSUNG,BLACK,12_GB,512_GB,4.4,157999,179999,22000,12.22229012383402
SAMSUNG,BLACK,8_GB,128_GB,4.4,71999,100999,29000,28.713155575797774
REALME,WHITE,8_GB,256_GB,4.5,24999,24999,0,0.0
INFINIX,GREEN,4_GB,64_GB,4.4,9999,11999,2000,16.668055671305943
SAMSUNG,WHITE,1_GB,8_GB,3.8,13500,13500,0,0.0
VIVO,BLUE,12_GB,256_GB,5.0,48780,48780,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,EXPANDABLE,4.1,2860,2860,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,21099,26900,5801,21.565055762081784
SAMSUNG,GOLD,2_GB,16_GB,4.3,7500,7500,0,0.0
APPLE,WHITE,3_GB,256_GB,4.6,91900,91900,0,0.0
LENOVO,GREY,3_GB,32_GB,4.1,10999,10999,0,0.0
INFINIX,RED,3_GB,16_GB,4.0,7499,7499,0,0.0
SAMSUNG,BLUE,2_GB,16_GB,4.3,18340,18340,0,0.0
SAMSUNG,GREY,8_GB,256_GB,4.3,73999,87999,14000,15.909271696269276
LENOVO,WHITE,2_GB,16_GB,3.9,6266,6266,0,0.0
XIAOMI,BLACK,4_GB,64_GB,4.5,9999,9999,0,0.0
SAMSUNG,BLUE,4_GB,64_GB,4.3,13760,13760,0,0.0
LENOVO,BLACK,4_GB,64_GB,4.1,16999,16999,0,0.0
APPLE,BLACK,3_GB,64_GB,4.6,42999,47900,4901,10.231732776617951
NOKIA,BLUE,6_GB,128_GB,3.8,56299,56299,0,0.0
OPPO,BLUE,12_GB,256_GB,4.2,39999,47990,7991,16.65138570535528
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,2870,2870,0,0.0
ASUS,SILVER,1_GB,8_GB,3.8,5299,5299,0,0.0
REALME,GREEN,2_GB,32_GB,4.4,7499,7999,500,6.250781347668459
NOKIA,BLUE,2_GB,32_GB,4.4,8999,10499,1500,14.287074959519956
REALME,BLACK,2_GB,16_GB,4.4,6499,6999,500,7.1438776968138304
ASUS,BLACK,2_GB,16_GB,3.6,4999,4999,0,0.0
LG,BLACK,4_GB,64_GB,3.8,13998,13998,0,0.0
LG,BLACK,2_GB,16_GB,3.8,5699,5699,0,0.0
VIVO,WHITE,3_GB,64_GB,4.4,29990,32990,3000,9.093664746892998
APPLE,GREY,4_GB,256_GB,4.6,99900,121300,21400,17.642209398186314
OPPO,BLACK,6_GB,128_GB,4.3,13990,17990,4000,22.23457476375764
MOTOROLA,BLACK,3_GB,32_GB,4.1,12999,12999,0,0.0
LG,BLACK,3_GB,32_GB,4.0,16990,16990,0,0.0
XIAOMI,BLUE,4_GB,64_GB,4.3,15990,16999,1009,5.935643273133714
REALME,BLUE,6_GB,128_GB,4.4,17999,21999,4000,18.182644665666626
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.8,2249,2249,0,0.0
GOOGLE_PIXEL,WHITE,4_GB,128_GB,4.5,80000,80000,0,0.0
LG,BLACK,4_GB,64_GB,3.2,21001,21001,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.3,18900,18900,0,0.0
APPLE,GREY,3_GB,256_GB,4.6,106900,106900,0,0.0
GOOGLE_PIXEL,BLACK,4_GB,64_GB,4.6,61000,61000,0,0.0
REALME,BLUE,4_GB,64_GB,4.3,10499,12999,2500,19.232248634510345
POCO,BLACK,8_GB,128_GB,4.4,17999,21999,4000,18.182644665666626
HTC,SILVER,6_GB,128_GB,4.7,56990,56990,0,0.0
INFINIX,BLUE,4_GB,64_GB,4.3,9299,10999,1700,15.455950540958268
ASUS,BLUE,6_GB,64_GB,4.3,19999,19999,0,0.0
VIVO,OTHERS,8_GB,128_GB,4.5,46990,51990,5000,9.617234083477593
SAMSUNG,BLACK,2_GB,16_GB,4.2,8200,8200,0,0.0
SAMSUNG,GREEN,3_GB,32_GB,4.3,11000,11000,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.4,62500,62500,0,0.0
XIAOMI,GREY,4_GB,64_GB,4.3,10888,10888,0,0.0
INFINIX,GREY,6_GB,64_GB,4.3,13999,16999,3000,17.648096946879228
REALME,WHITE,4_GB,64_GB,4.5,14999,18999,4000,21.05373967050897
INFINIX,GOLD,6_GB,64_GB,4.3,17999,17999,0,0.0
IQOO,BLACK,8_GB,128_GB,4.4,34990,37990,3000,7.896814951302974
ASUS,WHITE,1_GB,8_GB,3.7,5299,5299,0,0.0
REALME,BLACK,4_GB,128_GB,4.3,15999,16999,1000,5.882698982293076
APPLE,BLACK,4_GB,256_GB,4.5,71999,74900,2901,3.8731642189586113
REALME,WHITE,8_GB,128_GB,4.5,20999,20999,0,0.0
LG,SILVER,4_GB,64_GB,4.4,50000,50000,0,0.0
SAMSUNG,BLUE,8_GB,128_GB,4.3,39000,39000,0,0.0
GIONEE,WHITE,1_GB,16_GB,3.8,9999,9999,0,0.0
APPLE,YELLOW,4_GB,64_GB,4.6,49900,49900,0,0.0
POCO,GREY,4_GB,64_GB,4.4,8999,11999,3000,25.00208350695891
OPPO,BLUE,8_GB,128_GB,4.3,17990,18990,1000,5.26592943654555
LENOVO,BLACK,1_GB,8_GB,4.0,6499,6499,0,0.0
REALME,BLUE,4_GB,128_GB,4.5,11999,12999,1000,7.692899453804139
APPLE,SILVER,1_GB,128_GB,4.4,71500,71500,0,0.0
POCO,RED,8_GB,256_GB,4.5,30999,30999,0,0.0
NOKIA,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,3.7,3899,4399,500,11.366219595362583
SAMSUNG,BLACK,6_GB,128_GB,4.2,15499,15499,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,3.9,16499,17999,1500,8.333796322017891
XIAOMI,RED,6_GB,128_GB,4.4,14443,14443,0,0.0
LG,BLACK,2_GB,16_GB,4.1,9000,9000,0,0.0
NOKIA,BLACK,3_GB,32_GB,4.1,10499,10999,500,4.545867806164196
OPPO,GREEN,4_GB,128_GB,4.4,12990,16990,4000,23.543260741612716
NOKIA,BLACK,3_GB,32_GB,4.3,13199,13199,0,0.0
POCO,BLACK,8_GB,128_GB,4.3,28999,34999,6000,17.14334695277008
APPLE,WHITE,2_GB,256_GB,4.5,54900,54900,0,0.0
SAMSUNG,GOLD,3_GB,32_GB,4.1,22900,22900,0,0.0
REALME,SILVER,8_GB,128_GB,4.4,26999,29999,3000,10.000333344444815
APPLE,BLACK,2_GB,64_GB,4.5,32999,39900,6901,17.29573934837093
OPPO,BLACK,4_GB,64_GB,4.4,22990,22990,0,0.0
REALME,BLUE,8_GB,256_GB,4.3,29999,31999,2000,6.250195318603706
INFINIX,BLACK,3_GB,32_GB,4.2,9999,9999,0,0.0
APPLE,WHITE,2_GB,256_GB,4.5,54900,54900,0,0.0
APPLE,BLACK,4_GB,256_GB,4.5,71999,74900,2901,3.8731642189586113
VIVO,BLACK,8_GB,128_GB,4.3,13890,13990,100,0.7147962830593281
LENOVO,WHITE,1_GB,8_GB,3.8,3549,3549,0,0.0
REALME,RED,8_GB,128_GB,4.3,41999,41999,0,0.0
SAMSUNG,BLACK,2_GB,32_GB,4.0,8229,8229,0,0.0
APPLE,SILVER,2_GB,128_GB,4.4,70000,70000,0,0.0
ASUS,BLACK,3_GB,32_GB,4.3,12999,12999,0,0.0
NOKIA,BLACK,3_GB,16_GB,4.1,12499,12499,0,0.0
NOKIA,GREY,3_GB,32_GB,3.8,9999,11099,1100,9.910802775024775
LG,WHITE,1_GB,4_GB,3.7,14162,14162,0,0.0
SAMSUNG,GOLD,2_GB,16_GB,4.2,6480,7990,1510,18.89862327909887
LENOVO,GOLD,4_GB,32_GB,4.1,11999,11999,0,0.0
REALME,GREEN,4_GB,128_GB,4.4,12499,13999,1500,10.715051075076792
SAMSUNG,BLACK,4_GB,32_GB,3.9,30495,30495,0,0.0
REALME,RED,4_GB,64_GB,4.4,9490,9490,0,0.0
GIONEE,BLACK,4_GB,64_GB,4.1,16499,16499,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.3,69999,83999,14000,16.666865081727163
REALME,WHITE,6_GB,64_GB,4.3,14999,17999,3000,16.667592644035782
MOTOROLA,RED,4_GB,64_GB,4.1,8799,11999,3200,26.668889074089503
OPPO,OTHERS,3_GB,32_GB,4.4,14995,14995,0,0.0
VIVO,BLACK,4_GB,64_GB,4.1,14449,14449,0,0.0
REALME,BLUE,12_GB,256_GB,4.2,32999,34999,2000,5.714448984256693
LG,BLACK,2_GB,16_GB,4.1,9990,9990,0,0.0
ASUS,BLACK,6_GB,64_GB,4.3,35999,35999,0,0.0
MOTOROLA,BLACK,2_GB,16_GB,4.0,6999,13499,6500,48.15171494184754
NOKIA,OTHERS,6_GB,128_GB,4.3,21999,31999,10000,31.25097659301853
SAMSUNG,BLUE,LESS_THAN_1GB,4_GB,4.0,7454,7454,0,0.0
VIVO,BLUE,8_GB,128_GB,4.3,39990,39990,0,0.0
REALME,BLUE,4_GB,128_GB,4.5,11999,12999,1000,7.692899453804139
NOKIA,WHITE,3_GB,32_GB,4.2,7399,7399,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.2,15990,15990,0,0.0
SAMSUNG,BLACK,4_GB,32_GB,4.4,41900,41900,0,0.0
INFINIX,BLACK,6_GB,64_GB,4.3,17999,17999,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,4.3,19178,19900,722,3.628140703517588
INFINIX,GREEN,3_GB,32_GB,4.3,8299,9999,1700,17.001700170017
INFINIX,BLUE,4_GB,64_GB,4.4,12999,12999,0,0.0
XIAOMI,BLACK,4_GB,64_GB,2.3,11999,11999,0,0.0
ASUS,BLACK,6_GB,128_GB,4.3,38999,38999,0,0.0
SAMSUNG,WHITE,3_GB,64_GB,4.0,55900,55900,0,0.0
REALME,GREEN,8_GB,128_GB,4.4,26999,29999,3000,10.000333344444815
SAMSUNG,GREEN,8_GB,128_GB,4.2,23596,23696,100,0.4220121539500338
VIVO,BLACK,4_GB,32_GB,4.4,15990,15990,0,0.0
NOKIA,BLUE,3_GB,32_GB,4.2,8299,8299,0,0.0
REALME,BLUE,4_GB,64_GB,4.3,10499,10999,500,4.545867806164196
LG,BLACK,2_GB,16_GB,4.0,6980,6980,0,0.0
OPPO,BLUE,8_GB,256_GB,4.6,60990,60990,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,LESS_THAN_1GB,4.2,1700,1700,0,0.0
APPLE,GOLD,4_GB,512_GB,4.6,140300,140300,0,0.0
REALME,WHITE,8_GB,128_GB,4.3,27999,29999,2000,6.666888896296544
INFINIX,BLUE,4_GB,64_GB,4.3,9999,12999,3000,23.078698361412417
SAMSUNG,BLACK,2_GB,32_GB,3.9,5999,5999,0,0.0
VIVO,BLUE,6_GB,64_GB,4.4,20990,20990,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.3,8690,9290,600,6.458557588805166
XIAOMI,WHITE,4_GB,64_GB,4.3,11999,14999,3000,20.00133342222815
GIONEE,BLACK,2_GB,16_GB,4.0,4650,4650,0,0.0
NOKIA,BROWN,2_GB,16_GB,4.0,6999,14190,7191,50.676532769556026
SAMSUNG,GOLD,1_GB,8_GB,3.6,4790,4790,0,0.0
GOOGLE_PIXEL,BLACK,4_GB,128_GB,4.4,66000,66000,0,0.0
MOTOROLA,BLUE,6_GB,128_GB,4.4,17499,19999,2500,12.500625031251564
GIONEE,BLACK,4_GB,64_GB,4.0,7899,7899,0,0.0
OPPO,GOLD,4_GB,64_GB,4.3,18000,18000,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.2,9639,9639,0,0.0
LENOVO,WHITE,1_GB,8_GB,3.8,9999,9999,0,0.0
OPPO,GOLD,4_GB,32_GB,4.4,19990,19990,0,0.0
OPPO,WHITE,8_GB,256_GB,4.5,29489,32990,3501,10.612306759624127
MOTOROLA,BLACK,1_GB,8_GB,4.2,9999,9999,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.2,9990,9990,0,0.0
SAMSUNG,BLACK,8_GB,128_GB,4.3,59990,59990,0,0.0
LENOVO,GREY,2_GB,32_GB,3.6,12999,12999,0,0.0
SAMSUNG,BLACK,4_GB,256_GB,4.4,65900,65900,0,0.0
SAMSUNG,WHITE,4_GB,128_GB,4.3,16999,16999,0,0.0
XIAOMI,BLUE,2_GB,32_GB,4.5,9490,9490,0,0.0
SAMSUNG,WHITE,1_GB,8_GB,4.0,7999,7999,0,0.0
MOTOROLA,BLACK,3_GB,32_GB,4.2,11999,11999,0,0.0
INFINIX,BLACK,3_GB,32_GB,4.1,7946,7999,53,0.6625828228528566
INFINIX,BLUE,2_GB,32_GB,4.3,7990,7990,0,0.0
SAMSUNG,BLACK,3_GB,32_GB,4.1,22900,22900,0,0.0
LG,BLACK,4_GB,64_GB,4.0,24000,24000,0,0.0
REALME,BLACK,3_GB,32_GB,4.4,8285,8285,0,0.0
OPPO,BLACK,8_GB,128_GB,4.4,35990,38990,3000,7.694280584765324
SAMSUNG,BLACK,8_GB,128_GB,4.3,34999,41999,7000,16.66706350151194
POCO,RED,8_GB,256_GB,4.5,30999,30999,0,0.0
HTC,WHITE,2_GB,16_GB,3.7,18249,18249,0,0.0
INFINIX,RED,6_GB,64_GB,4.3,17999,17999,0,0.0
ASUS,BLUE,3_GB,32_GB,4.0,11999,11999,0,0.0
MOTOROLA,GREY,6_GB,128_GB,4.2,17999,21999,4000,18.182644665666626
SAMSUNG,OTHERS,8_GB,128_GB,4.3,84999,95999,11000,11.458452692215545
HTC,GREY,4_GB,32_GB,4.2,47990,47990,0,0.0
SAMSUNG,BLUE,6_GB,128_GB,3.9,14999,14999,0,0.0
REALME,GREEN,6_GB,128_GB,4.4,24999,27999,3000,10.714668381013608
SAMSUNG,BLACK,6_GB,128_GB,4.3,14499,20999,6500,30.9538549454736
SAMSUNG,BLUE,8_GB,128_GB,4.3,20949,20949,0,0.0
APPLE,WHITE,4_GB,128_GB,4.6,54900,54900,0,0.0
XIAOMI,WHITE,3_GB,64_GB,4.2,8561,8561,0,0.0
INFINIX,BLACK,4_GB,64_GB,4.3,9999,9999,0,0.0
INFINIX,BLACK,6_GB,64_GB,4.2,10999,10999,0,0.0
INFINIX,BLACK,3_GB,32_GB,4.2,10999,10999,0,0.0
MOTOROLA,GREY,4_GB,64_GB,4.3,14499,16999,2500,14.70674745573269
REALME,BLACK,6_GB,128_GB,4.8,17499,20999,3500,16.667460355255013
ASUS,SILVER,1_GB,8_GB,3.8,5699,5699,0,0.0
REALME,RED,4_GB,64_GB,4.4,9499,12999,3500,26.925148088314486
SAMSUNG,BLACK,6_GB,128_GB,4.6,48669,48669,0,0.0
LENOVO,WHITE,2_GB,16_GB,4.1,7499,7499,0,0.0
VIVO,BLUE,6_GB,64_GB,4.5,17990,17990,0,0.0
OPPO,GOLD,4_GB,64_GB,4.3,17000,17000,0,0.0
APPLE,GREEN,4_GB,256_GB,4.6,64900,64900,0,0.0
VIVO,BLUE,3_GB,64_GB,4.4,8205,8205,0,0.0
REALME,BLUE,6_GB,128_GB,4.4,24999,26999,2000,7.407681765991334
GIONEE,WHITE,1_GB,16_GB,3.7,5199,5199,0,0.0
INFINIX,BLACK,2_GB,32_GB,4.4,7199,7999,800,10.001250156269531
SAMSUNG,WHITE,1_GB,8_GB,4.0,7550,7550,0,0.0
XIAOMI,GOLD,4_GB,64_GB,4.4,12449,15990,3541,22.145090681676045
SAMSUNG,GREY,6_GB,128_GB,4.2,23999,29999,6000,20.00066668888963
SAMSUNG,WHITE,1_GB,8_GB,4.0,6999,6999,0,0.0
LENOVO,WHITE,1_GB,8_GB,3.9,4990,4990,0,0.0
REALME,BLACK,4_GB,64_GB,4.5,14999,18999,4000,21.05373967050897
OPPO,RED,4_GB,64_GB,4.4,15990,15990,0,0.0
SAMSUNG,BLACK,LESS_THAN_1GB,4_GB,4.0,6499,6499,0,0.0
SAMSUNG,BLACK,2_GB,16_GB,4.1,19990,19990,0,0.0
XIAOMI,BLACK,6_GB,64_GB,4.3,18979,18999,20,0.1052686983525448
REALME,BLUE,4_GB,128_GB,4.3,14999,14999,0,0.0
GIONEE,BLUE,3_GB,32_GB,4.1,7290,7290,0,0.0
SAMSUNG,BLACK,4_GB,64_GB,4.4,17500,17500,0,0.0
APPLE,SILVER,3_GB,256_GB,4.5,85400,85400,0,0.0
SAMSUNG,BROWN,6_GB,128_GB,4.6,73600,73600,0,0.0
MOTOROLA,WHITE,2_GB,16_GB,3.9,6999,6999,0,0.0
LENOVO,GOLD,3_GB,16_GB,4.0,7999,7999,0,0.0
SAMSUNG,BLACK,6_GB,128_GB,4.3,20696,21995,1299,5.905887701750398
VIVO,OTHERS,4_GB,32_GB,4.4,19490,22990,3500,15.224010439321445
XIAOMI,OTHERS,4_GB,64_GB,4.4,9828,10760,932,8.661710037174721
REALME,WHITE,4_GB,128_GB,4.5,11999,12999,1000,7.692899453804139
SAMSUNG,GOLD,4_GB,32_GB,4.4,41900,41900,0,0.0
REALME,SILVER,12_GB,256_GB,4.4,29999,32999,3000,9.09118458135095
APPLE,GREY,1_GB,16_GB,4.4,52000,52000,0,0.0
SAMSUNG,BLUE,3_GB,32_GB,4.2,13023,13023,0,0.0
GIONEE,GREY,1_GB,8_GB,3.7,4150,4150,0,0.0
